global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16
1437.0177744068094	n/a	2065020.0839611	n/a	1761.2636399789353	n/a	3102049.609511848	n/a	1617.165568533085	n/a	2615224.476048936	n/a	1595.5180014617324	1122.319343911067	n/a	n/a	n/a	n/a	-0.029095182400000006	0.034677789300000005	-0.0461893582	0.0821093203	-0.18907050949999998	-0.0631711407	0.1665931259	-0.12941706619999999	0.0313281571	-0.0158198021	0.1505654814	-0.0596573131	0.07286681240000001	-0.047942472199999996	-0.0020099071	0.0042865712	-0.0724094085	0.17199258260000005	-0.10770210949999999	0.11892816939999999	-0.0368873096	0.0371291129	-0.047803611399999994	0.16984256260000002	-0.0625905113	0.047610077300000005	-0.0177464108	0.1484624574	-0.0479804569	0.0660260484	0.1155057342	-0.1147336279	0.0650816021	-0.041358329900000004	0.0099778715	0.0084399802	-0.025412784700000003	0.1536535124	-0.1372998131	0.10652140789999999	-0.0207907271	0.0597812532	-0.0225930473	0.18316080329999998	-0.034798973	0.051905394699999996	-0.055452000599999995	0.1335035298	0.1285540361	0.1285215385	0.1284673818	4.72187e-09	n/a	2.22960562969e-17	n/a	0.0396983	n/a	n/a	0.00157595502289	0.00761927	n/a	n/a	5.80532753329e-05	0.00142535	n/a	n/a	2.0316226225e-06	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1436.4831818422367	-0.5345925645726766	2063483.9317155962	0.28578921009639136	1754.4702451830524	-6.793394795882933	3078165.84123268	46.150212852729304	1615.1571119191724	-2.008456613912585	2608732.496183082	4.033897969969209	1593.1510178164954	1121.086311105246	1.050318	15.436489000000002	0.050537665941470016	0.02908	-0.0470109835	0.0810646741	0.07273081940000001	-0.046208754500000004	-0.18529450620000001	-0.0960186725	0.09362166539999996	-0.1176601603	-0.0698465871	0.11873829429999999	0.19195057100000001	-0.0751954009	-0.0055392764	-0.057946699299999994	0.0661402079	0.005609721999999999	-0.0807879398	0.11203347220000001	-0.078976535	0.008420832	-0.0632185164	-0.0177358854	0.041593460299999996	0.07201514769999999	-0.0181499882	0.032288781	0.013318053799999998	0.0110370954	0.0326380586	-0.0042609214	0.1539803757	-0.1392387752	-0.011858808500000002	-0.0525111471	0.0274433779	-0.0592895482	-0.0431957547	0.1338329502	-0.08992317150000001	5.86067e-05	-0.0505135824	-0.004661089	0.0459004365	0.060868673	-0.0339243419	0.0472317348	0.0082314073	-0.0056614203	0.1284673818	0.1281750671	0.1276883686	-1.62196e-08	-2.094147e-08	2.6307542416e-16	4.385451657609e-16	0.0664957	0.02679740000000001	0.0007181006467600003	0.004421678118490001	0.000203025	-0.007416245	5.5000689900025e-05	4.1219150625e-08	0.00175183	0.00032648000000000014	1.0658919040000004e-07	3.0689083489e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1437.3296295099615	0.8464476677247603	2065916.4638672431	0.7164736541966863	1764.1291932968604	9.658948113808037	3112151.8106422317	93.29527866523584	1616.3640980529462	1.206986133773853	2612632.8974745143	1.4568155271223533	1594.9735733793882	1127.9482992851374	1.2154280000000002	17.8631	0.0387391587804	0.0188882	0.0063007766	0.0233060512	0.0718979978	-0.0656155135	-0.2039915968	-0.0393257883	0.17670723649999998	-0.0402071138	-0.0010979615	0.1204536838	0.1544110403	-0.0951971417	0.0627489892	-0.022482285	0.0968810481	-0.0344917159	-0.08226971450000001	0.0429320279	0.0547402167	0.028435102599999998	-0.0321749005	-0.064299357	0.0387809156	0.0608564827	0.0376282603	0.0650868229	-0.1138242948	-0.007445876	0.0374673542	0.0719096357	0.10928581970000001	-0.1471475636	0.0535212905	-0.012054198799999999	0.051600631200000004	-0.0831887504	-0.0532088857	0.06974233469999999	0.056691831799999995	0.0423356967	-0.0258830489	-0.052758163399999995	0.0385829525	0.037091558	-0.0609926833	0.0118300247	-0.1195489292	-0.031587840299999996	0.1282941315	0.1274830585	0.1261350661	-0.00251879	-0.0025187737804	6.3443030641e-06	6.3442213568305075e-06	0.058395900000000014	-0.008099799999999997	6.560676003999995e-05	0.003410081136810001	-0.00235716	-0.002560185	6.554547234225e-06	5.5562032656000014e-06	0.00148578	-0.0002660500000000001	7.078260250000005e-08	2.2075422084e-06	-0.0	0.0	0.0	0.0	0.000245158	0.000245158	6.010244496399999e-08	6.010244496399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1436.964635382218	-0.3649941277435573	2064867.3633391503	0.13322071328728025	1762.8188552270733	-1.3103380697871216	3107530.3163440893	1.7169858571334398	1616.137051172439	-0.22704688050725966	2611898.9681723467	0.05155028594807783	1594.722882043855	1129.292846273863	1.097086	16.123826999999995	0.06856649	0.031531	-0.0240971754	-0.07149705469999999	0.046117788300000004	-0.080820534	-0.1710106426	-0.0410353275	0.0851335064	-0.1550120463	0.018191781299999998	0.0619827748	0.1452955331	-0.0720135284	0.0397211983	-0.060566475	0.0168939261	0.0964461049	-0.0657168503	0.07319287690000001	-0.0910431243	0.0104859801	-0.0225231656	0.014398422	-0.034121566	0.0760108807	0.0167928075	0.0335834269	-0.0630489583	0.008242676800000001	0.0020569143	0.0430247629	0.10713530460000001	-0.123493365	0.0287712158	-0.074614474	-0.06458980889999999	-0.0301232898	-0.0490631993	0.07135330969999999	-0.0938512201	-0.005742211600000001	-0.0105482497	0.027048452200000003	-0.0232097916	0.0817114367	-0.0423618583	0.0052058503	-0.0819683269	0.0063197574	0.1280344021	0.126447378	0.1238168934	-0.0127187	-0.01019991	0.00016176532969000004	0.00010403816400810002	0.033199099999999995	-0.02519680000000001	0.0006348787302400006	0.0011021802408099997	-0.00669354	-0.004336380000000001	1.8804191504400006e-05	4.480347773160001e-05	0.0011542700000000006	-0.00033150999999999927	1.0989888009999952e-07	1.3323392329000015e-06	-0.0	0.0	0.0	0.0	0.0	-0.000245158	0.0	6.010244496399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1436.221000175139	-0.7436352070790235	2062730.7613440761	0.5529933212074623	1757.560774000523	-5.258081226550303	3089019.8743053176	27.64741818500073	1614.6397345880944	-1.4973165843446168	2607061.4725107118	2.24195695375343	1592.6940939881226	1113.8761499797324	0.879316	12.923275	0.027949463	0.0154541	-0.0648937003	-0.0864850281	0.0161276452	0.0245730044	-0.20725135309999998	-0.09559238369999999	0.08250220679999999	-0.1190406698	-0.024026096400000002	0.0983332263	0.1791338784	-0.0679101308	-0.011459209	-0.0186778005	0.0267796428	0.040424609	-0.0061766732	0.05558064	-0.1249582541	0.0801799555	-0.0518208412	0.0446969147	0.0592834722	0.0672881807	0.022464461600000003	0.055878522199999996	0.023982648	-0.0129567852	-0.0226390075	0.014995530600000001	0.145507763	-0.1239375802	-0.0163045487	-0.0243095773	-0.0199132627	-0.0350434223	-0.0027833407000000003	0.0273389127	-0.1415488099	0.0552976738	-0.035649714900000004	0.041944714400000006	0.0597327509	0.05029387019999999	-0.0570878946	0.0748951199	-0.0338430327	0.0215646659	0.1276883686	0.12507081779999998	0.1207479075	-0.0149813	-0.0022625999999999983	0.00022443934969	5.1193587599999915e-06	0.0476071	0.014408000000000002	0.0002075904640000001	0.0022664359704099996	0.000119323	0.006812863000000001	4.641510225676901e-05	1.4237978328999999e-08	0.00124359	8.931999999999929e-05	7.978062399999873e-09	1.5465160881e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1437.951661171526	1.7306609963870867	2067704.979865951	2.9951874844155446	1762.828373421285	5.2675994207620525	3107563.874139134	27.747603657612718	1615.1546989485153	0.5149643604208904	2608724.701535469	0.26518829250369674	1593.0803462457407	1121.1676949370867	0.902404	13.262592	0.040255496379169996	0.0278403	-0.055895734800000006	0.0080599813	-0.0288907758	0.0845683102	-0.2111589763	-0.06647700940000001	0.1422132281	0.012827011499999999	-0.0112703711	0.077538158	0.1616178939	-0.0654515676	0.006166893499999999	0.020460788100000002	0.09327666189999999	-0.0293095008	0.026417730499999997	0.0281821829	-0.06602843230000001	0.0722052403	-0.0539965845	-0.0141310871	0.0197077412	0.0058000977	0.0888360356	-0.0604633812	-0.047159134400000004	0.0478152959	-0.0363367033	-0.056491617	0.1339313114	-0.1152335689	0.0068422205	0.0311439394	0.045155633	-0.0914718286	0.0281727998	0.0054437577	-0.0736086224	0.0694132705	-0.0431599729	-0.0045698354	0.0091473118	-0.0312926605	-0.07858081559999999	-0.050009968200000005	-0.030021845	0.0404604573	0.1272562643	0.12335708880000001	0.1169467186	-9.62083e-09	0.01498129037917	9.256036988890001e-17	0.0002244390614250116	0.025086700000000003	-0.0225204	0.0005071684161599998	0.0006293425168900003	0.000127129	7.806e-06	6.0933636e-11	1.6161782640999997e-08	0.00129851	5.491999999999997e-05	3.016206399999997e-09	1.6861282200999996e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1439.7229598636081	1.771298692082155	2072802.2011584288	3.1374990565719534	1765.8170864037052	2.9887129824201115	3118109.982635271	8.932405291286516	1617.4693751971367	2.314676248621481	2616207.179700616	5.357726135932412	1595.8944881932098	1123.2045226109603	0.958157	14.081993	0.06771583137917002	0.0404905	-0.041374881	0.1243382391	-0.0358595909	0.032519562200000005	-0.11272059529999999	-0.0502492647	0.0944692506	-0.0055710121	-0.0748578111	0.0410987288	0.113678159	-0.0385055105	0.0210458888	0.0064575005	-0.0186358249	-0.1021882971	-0.0353178571	0.0871512789	-0.017247923300000002	-0.0111551239	-0.0107598347	0.0317785906	0.0340208388	-0.017788806	0.0206568948	-0.003917521	-0.0135925928	-0.010951374299999999	-0.046531023899999996	0.0183902502	0.09570549699999999	-0.07529041339999999	0.0249820867	0.0272490849	0.08140403389999999	0.0368001232	0.0022194143	0.09026698080000001	-0.0089536299	0.006635705600000001	-0.0244913897	0.0480809092	0.0273531406	-0.030258329900000002	-0.013476171499999998	-0.0175777311	-0.0110795145	0.019167069199999998	0.1267383804	0.1213108108	0.1124363766	-0.00822132	-0.00822131037917	6.759010254240001e-05	6.758994435064836e-05	0.0248706	-0.00021610000000000382	4.669921000000164e-08	0.0006185467443599999	0.0151306	0.015003471	0.00022510414204784102	0.00022893505636	0.00111915	-0.00017935999999999996	3.217000959999998e-08	1.2524967225e-06	-0.0	0.0	0.0	0.0	0.0007061389999999999	0.0007061389999999999	4.98632287321e-07	4.98632287321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1443.06736610975	3.3444062461419435	2082443.4231309318	11.185053139233244	1771.9303629586548	6.113276554949608	3139737.21117479	37.37215023729654	1619.9208623292402	2.4514871321034657	2624143.600209509	6.009789158868878	1598.6076340413815	1134.1164922913354	0.7884939999999999	11.58847	0.02789108	0.0167722	-0.023454251800000003	0.1331029319	-0.0115766549	-0.0718262205	-0.0559296892	-0.020026717700000002	0.0674608662	-0.0004767126	-0.1129839634	-0.0137212055	0.0549711256	0.00028145009999999996	0.0311869906	-0.0109225185	-0.0550863761	-0.08502222109999999	-0.07144635769999999	0.0171216824	-0.0146981993	-0.083439982	-0.0206160629	-0.0660639144	0.0323944453	-0.007201541800000002	0.0453768857	-0.12454745099999999	0.0165676012	-0.0006846406	0.0711785341	-0.060980341500000014	0.050739880300000005	-0.0223470446	0.0365588396	0.0027912869	0.0692120624	0.0724012066	-0.0413314066	0.061212317999999995	0.0047601677	-0.0643066542	-0.027104309700000002	-0.0643906788	0.0309625155	-0.0328116494	-0.048725465999999995	-0.0987983555	0.09555295359999999	-0.0443498922	0.1261350661	0.11893750039999999	0.1072442319	-0.012174700000000002	-0.003953380000000001	0.00014822332009000006	1.562921342440001e-05	0.024902	3.140000000000087e-05	9.859600000000548e-10	0.0006201096040000001	0.0151446	1.3999999999998389e-05	1.959999999999549e-10	0.00022935890916	0.00100195	-0.00011720000000000004	1.3735840000000008e-08	1.0039038024999998e-06	0.0003022	0.0003022	9.132483999999998e-08	9.132483999999998e-08	0.000764585	5.8446000000000084e-05	5.84590222225e-07	3.41593491600001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1442.403088413071	-0.6642776966791644	2080526.6694635653	0.4412648583053759	1769.5127416289263	-2.4176213297284903	3131175.3427871186	5.8448928939581535	1619.2594807304572	-0.6613815987830094	2622001.26593547	0.4374256192087696	1598.0447456881311	1138.6356464012351	0.833084	12.243811	0.052053646	0.026225	-0.015350508600000003	0.0392984975	0.0016817167000000002	-0.11661216349999999	0.024466935899999997	-0.0120512444	-0.005699367800000001	-0.0742581252	-0.0420716951	-0.0474343625	0.0297717174	0.0215796273	0.0334617346	-0.0375554778	-0.011566777299999999	0.0163570121	-0.0601737958	-0.0318480864	-0.0006750767999999999	-0.0900536899	-0.0185822243	-0.053909284800000005	0.0197232733	-0.0030273811	-0.0202604509	-0.0694250635	-0.022468188700000002	0.0425243932	-0.0248201073	-0.0021197293	0.0295497115	0.0041784664	0.0340476058	-0.047851104000000005	-0.0053485146	0.0117199818	-0.064658443	0.0115796983	0.0182689864	-0.0921492699	-0.0192515696	-0.061183248600000004	0.0329521878	0.0062237626	0.014979497	-0.0749680159	0.005933463000000001	0.0355754604	0.125446728	0.11624355550000001	0.101401769	-4.4504e-05	0.012130196	1.980606016e-09	0.00014714165499841604	0.0250906	0.0001885999999999971	3.556995999999891e-08	0.0006295382083599997	0.0178071	0.0026625	7.08890625e-06	0.00031709281040999995	0.0006404630000000001	-0.0003614869999999999	1.3067285116899992e-07	4.101928543690001e-07	-0.0	-0.0003022	0.0	9.132483999999998e-08	0.000686825	-7.776000000000007e-05	4.717285806249999e-07	6.046617600000011e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1441.4459269981119	-0.957161414959046	2077766.360459446	0.9161579742864028	1762.7920312252047	-6.720710403721569	3107435.745351083	45.16794833069133	1618.1403631507997	-1.1191175796575408	2618378.234857802	1.252424157098552	1596.3855485318204	1124.3585628826443	0.906857	13.328046	0.068200546	0.0278041	-0.0628990175	-0.0790133295	-0.0024163372	-0.08235261719999999	-0.025852631299999998	-0.0754751464	-0.0407078794	-0.08245447480000001	-0.0768428949	0.0192423694	0.059039919800000014	0.021320516600000002	0.0101285109	-0.0295867489	-0.0099246156	0.027762765	0.0399172987	-0.0446396562	-0.08248914389999999	-0.0480351211	-0.0308618434	-0.0016656589	0.034152570699999996	-0.1208572809	0.053320937	-0.0574529825	0.11487479980000001	0.0280715159	-0.0197214106	-0.09668473300000001	0.059781960499999995	-0.0037217352000000004	0.0108916324	-0.044331475	-0.0209689181	0.0006498019000000001	0.024343019700000003	-0.0538052338	-0.0706047502	-0.0660656684	-0.0253268508	-0.0196271777	0.0325809069	-0.1221140723	-0.0116707792	0.014603858600000004	0.1195902091	0.0229188608	0.1246738301	0.1132362385	0.09494441599999999	-0.005561	-0.005516496	3.0924720999999996e-05	3.0431728118015998e-05	0.035693800000000005	0.010603200000000007	0.00011242785024000018	0.0012740473584400005	0.026759300000000003	0.008952200000000004	8.014188484000009e-05	0.0007160601364900003	0.00105742	0.00041695699999999997	1.73853139849e-07	1.1181370564000002e-06	0.00020061	0.00020061	4.02443721e-08	4.02443721e-08	0.000931831	0.0002450060000000001	8.683090125610001e-07	6.002794003600005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
