global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42
783.2438440336406	n/a	613470.9192165938	n/a	1109.4383794742446	n/a	1230853.517850438	n/a	909.6631198477032	n/a	827486.9916110568	n/a	901.0762767936644	582.4150634778316	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.00166261	n/a	2.7642720120999995e-06	n/a	-0.0121911	n/a	n/a	0.00014862291921	0.017691499999999995	n/a	n/a	0.00031298917224999986	-2.61071e-05	n/a	n/a	6.8158067041e-10	-0.000237749	n/a	5.652458700100001e-08	n/a	9.15915e-05	n/a	8.38900287225e-09	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.6345835564824	-0.6092604771581591	612516.8913786287	0.3711983290269877	1105.1199440976957	-4.318435376548905	1221290.090842494	18.648884101429086	910.0865774360562	0.42345758835301694	828257.5784292748	0.17931632913375314	901.1622743749507	615.6593183815793	1.374452	25.797398	0.09578683692	0.0439209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00286567	-0.00120306	8.2120645489e-06	1.4473533635999996e-06	4.96692e-06	0.01219606692	0.00014874404831711832	2.46702942864e-11	-0.00554509	-0.023236589999999998	0.0005399391148280997	3.07480231081e-05	-0.00029885700000000003	-0.0002727499	7.439250795001e-08	8.931550644900003e-08	0.000189316	0.000427065	3.584054785599999e-08	1.82384514225e-07	-0.000391616	-0.0004832075	1.5336309145599996e-07	2.3348948805624995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.3610226478598	0.726439091377415	613654.4918039008	0.5277137534812444	1109.48136425581	4.3614201581142416	1230948.8976309332	19.021985795605268	911.3475338553006	1.260956419244394	830554.3274641384	1.5900110912336443	902.8431536743268	616.4661752032358	0.998001	18.731693	0.14964604692	0.06716119999999999	0.1156849073	-0.0368117702	0.0511154653	-0.0339592975	-0.09200184800000001	0.094088053	-0.15935575529999998	0.19084566460000002	-0.0258225418	0.0657962871	-0.0143245848	0.1706939594	-0.1270667612	0.0777466647	-0.1966462691	0.0193217543	-0.2144873547	0.060471185499999996	-0.1702338555	0.047693650899999995	-0.0052236951	0.115847895	-0.07167291190000001	0.11697520189999999	-0.0586162518	0.16566464890000002	-0.09480044289999999	0.0275502152	-0.12265131369999999	0.024828332	-0.0742120317	0.0650770029	-0.1207916772	0.0533414607	0.0188150635	-0.0327120991	0.0424127806	0.0184024488	0.0677202575	-0.09066441210000001	-0.0221201555	0.0756098792	0.08721894720000001	0.194109927	-0.050421719000000004	0.0130221566	-0.1751952357	0.1196177358	-0.0474547503	0.122733841	-0.24652986780000002	0.06568150019999999	0.08805317550000001	-0.0101252259	0.0196581709	-0.220158543	0.0775821071	-0.0191446462	0.054666762	-0.1028174736	0.0638438979	-0.1828207163	0.0633242164	-0.0222177352	0.113052964	-0.0561232976	0.018633571	0.012703836999999999	-0.08958698949999999	0.0124354169	0.0188979921	0.030075336	-0.0512263838	0.1296294506	0.1295955703	0.1295391098	0.0	0.0	0.0106703	0.013535969999999998	0.00011385530208999995	0.00018322248384089996	-0.0294784	-0.02948336692	0.0008692689249393501	0.0008689760665599998	-0.0230197	-0.01747461	0.00030536199465210003	0.00052990658809	0.000302019	0.000600876	3.61051967376e-07	9.1215476361e-08	-0.000409185	-0.000598501	1.67432364225e-07	3.58203447001e-07	0.000192049	0.0005836649999999999	3.6882818401e-08	3.406648322249999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.2165649221614	-1.1444577256984303	611862.754438626	1.3097834859108235	1107.6425708221802	-1.8387934336296892	1226872.0646975685	3.3811612915596627	911.1011452642599	-0.2463885910407271	830105.2969018461	0.06070733779503465	902.2651781298798	584.3748222358042	1.196803	22.463066	0.10179191499999997	0.0555934	0.0551491479	-0.0651442559	0.07959489089999999	-0.0195971613	-0.0960639523	-0.0077518959	-0.1444436439	0.0551953437	0.1194382561	-0.17203269899999998	0.1709996184	0.09369233960000001	-0.0932751532	-0.0044476076	-0.1126457236	0.080218885	-0.1890920165	-0.048251109900000005	-0.18225626190000002	-0.06649899969999999	-0.0378450375	0.11775219890000001	0.0047543015000000004	-0.0597033201	0.1050652084	-0.0230190608	0.0718580113	0.11429789130000001	0.0598270154	0.029145908999999998	-0.0176606269	0.0033049107	0.0442080361	0.0063744378	0.0859617146	0.040902068199999995	0.026193332000000003	-0.0316985417	-0.0090119124	-0.0440516117	-0.0306618481	0.0444775512	-0.0018888166	0.10476293589999999	-0.0594873529	-0.05892110740000001	-0.1688804806	-0.0257084066	0.0037141364	0.1832284335	-0.10091783929999999	0.12686036539999998	0.1440705599	0.1214293733	0.043657185300000005	0.0433323838	0.0234002961	-0.0020349923	-0.0231211265	-0.0119661448	-0.1304902258	0.0394097415	0.0420662678	-0.0317283598	0.020100966499999998	0.09195330539999999	0.0244438558	-0.0707901681	-0.0574192529	-0.0239144669	-0.0461741376	-0.0231648289	0.020337772900000002	0.1295391098	0.1292343642	0.128726986	0.0	0.0	-0.00895688	-0.01962718	8.022569933440001e-05	0.0003852261947524	-0.020098	0.0093804	8.799190416000001e-05	0.00040392960399999984	0.0135151	0.0365348	0.00133479161104	0.00018265792801	-0.00026613900000000003	-0.000568158	3.2280351296400003e-07	7.082996732100003e-08	-0.000467624	-5.843900000000002e-05	2.1867220537600003e-07	3.415116721000004e-09	9.36553e-05	-9.83937e-05	8.771315218089999e-09	9.681320199690004e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.2703049835817	-1.9462599385797148	608821.7488391716	3.7879277485203153	1105.5620732795107	-2.080497542669491	1222267.4978740902	4.32847002505379	908.5291277369713	-2.572017527288608	825425.1759465019	6.615274160679807	900.0709416699077	607.9098064000174	1.385543	26.005556	0.098329355	0.0539072	-0.11343315779999999	0.0277246391	0.0538919634	-0.024159663999999997	-0.028460612799999997	-0.1311286984	0.1133397382	0.184052204	-0.0201257375	0.1204309407	0.0214175022	0.0853575817	0.0399677906	-0.16915808300000001	-0.0364792169	-0.001436901	-0.191437584	-0.0696973198	-0.0024981936	0.0612757575	-0.2286866209	-0.0543291843	-0.0077989346999999985	0.1710625436	0.0357191565	-0.0692250732	0.050802138399999995	-0.0305325327	0.0325318396	-0.0549771013	-0.061586492199999995	0.0348327842	0.0091598819	-0.01395683	-0.0087084212	-0.0471739379	-0.09249467060000001	0.0733060868	-0.0373201867	-0.0628012626	-0.150581572	0.032604552099999996	0.0661907999	0.0446151949	0.07463926650000001	-0.1697279278	0.0167655645	0.037858654900000004	-0.0089196893	0.1190027684	-0.1378114644	-0.27080058809999996	0.055913089000000006	0.1444790211	0.05987724990000001	-0.0889243835	0.0706763187	0.0172295509	0.013400518	0.0321125153	0.0196354513	0.0684098782	0.0697235762	0.0130663191	0.0727071097	0.0077556583	-0.0502704504	0.028111204100000002	0.017241327	0.0976072973	-0.2013221102	-0.022070504100000003	0.0784113629	0.129358491	0.12851295880000002	0.12710783	0.0	0.0	-0.007969119999999998	0.0009877600000000022	6.350687357439996e-05	9.756698176000048e-07	0.011668799999999998	0.0317668	0.0010091295822399998	0.00013616089343999996	0.00220419	-0.01131091	0.00012793668502810002	4.8584535561e-06	-0.0009378050000000002	-0.0006716660000000003	4.511352155560003e-07	8.794782180250004e-07	-0.000382299	8.532500000000003e-05	1.46152525401e-07	7.280355625000004e-09	0.000421942	0.0003282867	1.7803505136399996e-07	1.0777215739689e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.4742586885018	0.2039537049200817	609140.0684753663	0.04159711375062775	1105.8397686143858	0.27769533487503395	1222881.5938491183	0.07711469901135724	907.6181397127292	-0.9109880242421012	823770.6875355953	0.8298991803125274	898.8678089039163	621.338178811013	1.62841	30.563986	0.089210775	0.0367256	-0.0396233646	0.1207082642	-0.0181787421	0.0114828451	0.1280319131	-0.0456426342	0.1029496023	0.1504336402	-0.0337085104	-0.1132530745	0.10039405960000004	0.0736086521	0.1182195384	-0.024285973399999997	0.0315351759	-0.0061982865000000005	-0.14486943089999998	-0.029024613799999998	-0.1338459202	0.12152720730000001	0.043962365700000006	-0.016415329	0.022797287599999997	-0.1288134881	-0.039745534900000004	0.1521367372	-0.0131096597	-0.0915741611	-0.1249703878	0.0657640702	0.1338220776	-0.06460772669999999	-0.0188486307	0.0347995565	0.11813534769999999	0.0661543493	-0.0223991302	-0.0710460493	-0.0333981333	0.1710776791	0.0307997098	-0.0411639243	-0.1242010051	0.0413106029	0.1295155851	0.0006305815	0.0567695236	-0.0116073291	0.0838287081	0.16939468629999999	-0.0920900333	0.0449246154	0.0175140586	-0.1064321991	-0.0678052718	-0.0629624005	-0.1002245329	-0.1663718572	0.0072687417	-0.0021098027	-0.0054449102	-0.099225318	-0.1473667299	-0.13627608130000002	-0.08557919470000001	-0.0812065866	0.0823868388	-0.156530774	0.0993318888	-0.0543607958	0.0789336444	-0.0581713619	0.1017406033	0.1290877201	0.1274333647	0.1246917927	0.0	0.0	-0.0234093	-0.01544018	0.0005479953264899999	0.0002383991584324	0.00141907	-0.01024973	0.00010505696507289998	2.0137596649e-06	0.0212631	0.01905891	0.0003632420503881	0.0004521194216099999	-0.000618328	0.0003194770000000002	1.0206555352900011e-07	3.82329515584e-07	-4.36709e-05	0.00033862810000000003	1.90714750681e-09	1.1466899010961e-07	0.000190808	-0.000231134	3.6407692864e-08	5.3422925955999984e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.9125014754442	0.4382427869423964	609824.3349606356	0.19205674030703865	1107.2395032077404	1.3997345933546512	1225979.3174637237	1.9592569318337107	907.0998237329587	-0.5183159797704775	822830.0902163648	0.26865145488543	898.6285349776023	611.1163747733489	1.331609	24.993261	0.13381505	0.0619796	0.0859700921	-0.0131524713	0.0415929857	0.0145165295	0.0429613249	0.0813088597	0.08506770400000001	-0.0185582059	0.0579049842	0.049624931799999994	0.0525828597	0.0057266964	-0.022623794500000002	0.037058278300000004	0.0801866603	0.0357842556	-0.1087670859	0.0125971176	0.17722459710000002	0.008320513199999999	0.0091768072	0.0397098511	-0.016582613899999998	-0.0361130425	-0.031221917400000007	-0.0019501520000000001	-0.1903865801	-0.0986435414	0.0619404567	-0.06703879480000001	0.1201628283	0.0067849897	-0.0241668475	0.0020838370000000003	-0.0289819269	-0.07148401759999999	0.116911351	0.0204602357	-0.1397225787	-0.047095561900000006	-0.113590749	-0.014817364	0.028864941800000002	0.015361156	-0.0143169386	0.0509254501	0.0412186478	-0.0767453662	-0.0750247931	0.0667936921	-0.0153563369	-0.1171089983	-0.1000172691	-0.021344138500000002	-0.1326187282	0.0112922457	-0.0155690809	0.057017743600000004	0.1919582261	0.0203843054	0.09808518050000001	0.0291207431	-0.1161142923	0.0015913904000000002	-0.0045558858	0.0100888802	-0.0493718572	0.048980275999999996	-0.11701678189999999	-0.0844142241	-0.0232415162	-0.0212596302	0.163514808	0.128726986	0.12599859089999998	0.12149402109999999	0.0	0.0	0.0105642	0.033973500000000004	0.00011160232164000005	0.0011541987022499998	-0.0406892	-0.04210827	0.0017731064023929005	0.0016556109966400002	0.0279668	0.006703700000000003	4.4939593690000045e-05	0.00078214190224	-0.000285817	0.00033251099999999996	1.10563565121e-07	8.169135748899999e-08	-0.000526168	-0.0004824971000000001	2.7685276422400005e-07	2.3280345150841002e-07	-1.47755e-05	-0.0002055835	2.1831540025e-10	4.226457547225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.9448361991638	1.0323347237196003	611437.7268585371	1.0657149817972236	1107.7481564562638	0.5086532485233874	1227105.9781322512	0.2587281272333949	909.1791683181567	2.079344585197987	826606.7601036952	4.323673903992188	900.3577178010178	575.4794748069207	1.371933	25.750109	0.05512818	0.0260553	0.0022948891	-0.1637082762	0.0015986973000000002	0.1581731591	-0.1221876347	0.009437349499999999	-0.09444319400000001	-0.1291482955	-0.11920855050000001	-0.199418533	-0.0315377868	-0.0161931833	-0.11541036210000001	-0.0329394906	0.1229384634	0.1019823564	0.0618217055	-0.023764768199999998	0.0237528462	-0.10966988150000001	0.0335702842	0.1011467118	-0.0934452664	-0.0311639785	-0.09089219859999999	0.1089217683	0.10343536689999999	0.0312908233	0.014985791399999997	-0.08556616439999999	-0.0131696765	0.040116001299999995	-0.0295450295	-0.0679334607	-0.0377546092	-0.0660984055	0.1378195904	-0.0201037278	-0.0020727544	-0.1485583563	-0.0178738687	0.0883705832	0.0290941235	0.029846914500000002	-0.138644123	-0.048622875999999995	0.021404383	-0.1733899798	-0.07726408929999999	-0.0697841773	0.0860368913	0.08439945210000001	0.0632735487	0.012558509099999999	-0.021592576000000002	-0.1437352169	-0.024307154900000003	-0.0070686675	-0.0275160437	-0.0425890716	-0.078952614	0.0082611904	-0.0288117577	0.1192242395	0.08493066949999999	-0.0149269724	-0.1309496077	0.0302232945	-0.1609547768	-0.0440517822	-0.0195797302	0.0805687683	-0.0300187632	0.12827653990000001	0.1242126365	0.11753456300000001	0.0	0.0	-0.0008990549999999998	-0.011463255	8.082998930249997e-07	0.000131406215195025	-0.0407635	-7.429999999999937e-05	5.520489999999906e-09	0.00166166293225	0.0194393	-0.0085275	7.271825625000001e-05	0.00037788638449	-0.000383234	-9.741700000000003e-05	9.490071889000006e-09	1.4686829875600002e-07	-0.000144485	0.0003816830000000001	2.0875915225e-08	1.4568191248900005e-07	-0.000236938	-0.0002221625	5.613961584399999e-08	4.935617640625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.7448129399255	0.7999767407617355	612689.442184359	0.6399627857597691	1108.967593771386	1.2194373151221498	1229809.1240350977	1.4870273655123174	908.037809914758	-1.1413584033987263	824532.6642347901	1.3026990050088896	899.3995964071283	605.6517226127013	1.431108	26.860786	0.08296332599999999	0.040774800000000014	-0.1406404068	-0.0100492251	0.0349159619	-0.0886642901	-0.0039292774	-0.12321358240000001	-0.183928707	-0.074692476	0.1019454024	0.06763064790000001	0.19894752489999998	-0.08521161449999999	0.102645209	-0.08740744800000001	-0.0383058804	-0.1255442078	0.053330451900000006	-0.0226568903	-0.009818196099999999	-0.1127143164	0.0262443442	0.07705445059999999	-0.05019978940000002	0.0770355235	-0.08416940789999999	-0.012662483	-0.1231829716	0.0259014039	-0.0668433112	-0.1261474895	0.2244431919	0.075525815	0.1477441443	0.0353963655	0.086878112	0.1653552596	0.0007903725999999999	0.0385610362	0.0612505409	0.0595888156	0.0076281336	0.08880608150000001	0.004289902	-0.12322125449999999	0.0582935535	-0.0800998732	-0.0111693097	0.1300471873	-0.0412845322	-0.0541052608	0.08269274230000001	0.04949251019999999	0.0947149734	0.0009166869	-0.0949089959	-0.0409395393	0.126135989	0.1284963792	0.1363890418	-0.0761403088	-0.094649281	-0.0005945281999999999	-0.2198255885	0.12494540609999999	-0.1111897359	0.0676674023	0.0630074476	-0.0752097236	0.0141493523	0.052421807300000005	0.1017850218	-0.0630979628	-0.0731493061	0.1277366958	0.1220804792	0.1128382417	0.0	0.0	-0.012035100000000005	-0.011136045000000006	0.00014484363201000013	0.00012401149824202513	-0.0408106	-4.7100000000001314e-05	2.2184100000001232e-09	0.0016655050723600002	0.0516911	0.0322518	0.0010401786032399995	0.0026719698192099995	5.24418e-05	0.0004356758000000001	1.8981340270564002e-07	2.7501423872400005e-09	8.53582e-06	0.00015302082	7.28602230724e-11	2.3415371353472398e-08	-0.000438809	-0.00020187100000000006	1.92553338481e-07	4.075190064100001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.8018685267592	0.057055586833712375	612778.7653689856	0.0032553399889392928	1111.187621279613	2.2200275082270764	1234737.9296850448	4.928522137284922	908.3384380475577	0.3006281327997158	825078.7180346769	0.09037727423064357	899.2731802831654	604.6181421742806	1.06456	19.980963	0.12183604899999995	0.0580905	-0.0756248006	0.0995432902	-0.009589986	0.0134219556	0.1274867807	-0.0146590218	-0.22804255690000005	-0.082871002	0.2059160066	0.0219254004	-0.09158892029999999	-0.0926357425	0.0912639242	0.025753473	-0.0744877756	-0.0861267834	0.055260165199999996	-0.0145510075	0.07859085440000001	-0.2033897508	-0.0475991176	-0.0530285825	-0.0164676602	-0.026697578399999998	-0.0044344478000000005	-0.08931196039999999	0.0311150007	-0.0169343694	-0.1053804447	-0.0736770315	-0.0059893053	-0.1016888482	-0.0706522892	-0.018810088500000002	-0.0184127982	0.053006589400000005	-0.0355945789	-0.17458662670000002	-0.0672049994	-0.0466117704	-0.1888536557	-0.0111338183	-0.0383627992	-0.1249852196	0.06752198849999999	0.0501662301	-0.10653636609999999	0.0540846096	-0.122723225	-0.08753862960000001	0.1133682248	-0.1131270915	0.0921528873	0.0445765782	-0.0822926806	0.043429069699999996	-0.052015003399999996	0.0851844299	0.0102162522	0.086425511	-0.0687182959	-0.0101598229	0.0568342253	0.0117480784	-0.1129442743	-0.0815331933	0.0568040597	-0.05570766940000002	-0.031033686499999998	-0.0756758236	-0.1543718939	0.12130948359999999	0.0485593352	0.12710783	0.1196080616	0.1074345	0.0	0.0	0.0200773	0.032112400000000006	0.00040309797529	0.0010312062337600003	-0.07371039999999998	-0.03289979999999998	0.0010823968400399987	0.005433223068159998	0.025488	-0.0262031	0.0006866024496099999	0.000649638144	-0.000154651	-0.00020709279999999998	4.288742781184001e-08	2.3916931800999998e-08	0.000412182	0.00040364617999999995	1.69894001124e-07	1.629302386285924e-07	-0.000440485	-1.6759999999999887e-06	1.94027035225e-07	2.808975999999962e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
