global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
768.3461140148655	n/a	590355.7509217447	n/a	1058.0236284593232	n/a	1119413.9983782321	n/a	978.7864740447574	n/a	958022.9617729684	n/a	978.8684416484924	531.541727894045	n/a	n/a	n/a	n/a	-0.0019338601000000002	0.1162982248	-0.0303740694	0.0624404774	-0.1240137568	0.0365738456	-0.031019940899999997	0.107216967	-0.0413440429	-0.0905883711	0.030655139300000002	-0.060421920999999996	0.1119025426	-0.0257690865	0.14394954470000002	-0.10359389390000001	-0.1344036016	0.0054702479	-0.0493230197	0.0491167867	-0.1147918337	0.0782465241	-0.0350476199	0.06300369730000001	-0.09972492150000001	0.0132479981	-0.0874113919	0.0200163073	-0.0564620764	0.1251619979	-0.028489351200000002	0.0790042341	-0.0489565183	0.0021525175	-0.10404505539999999	-0.1506229532	0.0546502488	-0.0085357303	-0.1752306718	0.005737676800000001	-0.0153475968	-0.07796427110000001	-0.0314191798	0.16262733599999998	-0.0747079563	-0.12202657310000001	0.019713297	-0.049018222599999994	0.0171897539	-0.004553488400000001	0.1140421884	-0.0882043732	0.0825313456	-0.1029011217	0.0682593454	-0.1172623106	0.0030634717999999997	-0.1362607252	0.044008640599999996	-0.0368248416	0.0311884589	-0.0250570657	0.097031169	-0.016346326799999998	0.085412857	-0.0617501425	-0.1520001225	0.0521450878	-0.0402903231	0.0203102498	0.1285540361	0.1285215385	0.1284673818	0.0128	n/a	0.00016384	n/a	-1.13584e-05	n/a	n/a	1.2901325056e-10	-1.72244e-05	n/a	n/a	2.9667995536e-10	-0.00107411	n/a	n/a	1.1537122921000005e-06	-0.0	n/a	0.0	n/a	-0.0008597110000000001	n/a	7.391030035210002e-07	n/a	0.0	0.0
768.0615593172465	-0.2845546976190008	589918.5589008402	0.08097137593704096	1056.3739314220888	-1.6496970372343185	1115925.88298816	2.7215003146596883	978.0429611883487	-0.7435128564086426	956568.0339300737	0.5528113676449388	978.1553044835542	529.2364673083479	0.7418559999999998	7.727512	0.020924418269999998	0.0143804	0.0034754493	0.1427515724	-0.0167207219	0.0156765052	-0.1642118063	0.0538757129	0.049086398200000006	0.1323691808	-0.0696248423	-0.06387522179999999	0.0163929529	-0.12144638029999999	0.0081898808	-0.0179661325	0.21614239710000002	-0.11515991880000001	-0.0704214589	0.0315175148	-0.11559505099999999	0.088372886	-0.13373443640000002	0.1022440388	-0.0699987974	0.012052055800000001	-0.028359276099999997	-0.0012780021000000001	0.0013108529999999998	0.0370701254	-0.055599464800000005	0.061974277	-0.0243962479	-0.0450701245	-0.0633781574	-0.0328526124	0.0494244972	0.038903738199999996	-0.012502741699999998	0.0139390497	-0.1008593782	-0.0255693179	0.10610105980000001	-0.0176905629	-0.025670264100000003	0.22987954	-0.0885627882	-0.0522754697	-0.005934879200000001	-0.1087783158	0.0559893202	-0.0512511575	0.14995192429999998	-0.124193482	0.0401412703	-0.0335799572	0.028297299300000002	-0.012548927	-0.0032271957	-0.0753582604	0.0188018291	0.0328071666	0.0822480655	-0.0507540007	-0.0712656521	0.0195977682	0.0109036884	0.0550311483	-0.0921928145	0.0652723869	-0.0371039803	-0.04085175	0.1284673818	0.1281750671	0.1276883686	0.00869081	-0.00410919	7.55301784561e-05	1.6885442456100002e-05	-1.93923e-05	-8.033900000000001e-06	6.454354921000003e-11	3.7606129929e-10	-3.480030000000001e-06	1.3744370000000001e-05	1.889077066969e-10	1.2110608800900006e-11	-0.0008241089999999997	0.00025000100000000035	6.250050000100017e-08	6.791556438809995e-07	1.0587899999999999e-22	1.0587899999999999e-22	1.1210362640999998e-44	1.1210362640999998e-44	-0.0009455790000000002	-8.586800000000012e-05	8.941196452410005e-07	7.37331342400002e-09	0.0	0.0
768.5299209359439	0.4683616186973722	590638.2393738081	0.21936260586882272	1055.3652070256917	-1.0087243963971557	1113795.720200381	1.0175249078868065	978.6579328906932	0.6149717023445191	957771.3496098849	0.3781901946845159	978.6518808691072	530.2455661644482	0.858554	8.943091	0.07773789007000001	0.0422746	-0.0252586151	0.1273435047	0.06887066110000001	-0.0122062773	-0.1743858101	0.0366543115	0.1145802133	0.11871540929999999	-0.0682125916	0.08664762320000001	-0.09796640109999999	-0.10813974720000001	0.05978175860000001	-0.0225947065	0.1900905125	-0.1638982729	-0.0744040337	0.0507608811	-0.1381840637	0.1492988071	-0.0823878838	0.08980706109999999	-0.09773727689999999	0.0114404173	0.0066554329	0.0581921611	-0.0330124651	-0.0332572829	0.0869290224	-0.025583553	-0.0133568101	0.0294067079	-0.0101923402	0.0096761563	0.0805408084	-0.0061914223	-0.0892719884	0.0089485685	-0.016273518100000002	0.015125591599999997	0.09373004869999996	-0.1553469768	-0.0291654763	0.2093060461	-0.1433343745	-0.0754627958	-0.015217658799999999	-0.1129530757	0.0991567639	-0.1335698074	0.12087903189999999	-0.1147296808	-0.009561084899999999	-0.0565303241	-0.032927365699999996	-0.049977397699999995	0.0414311971	0.063476427	0.0206580944	0.036362573100000004	-0.0564601298	0.0200473703	-0.0358576098	0.0226685071	0.1089482995	0.07144317480000001	-0.018014892	0.038362012200000004	-0.06401086889999999	-0.0689747139	0.1282941315	0.1274830585	0.1261350661	1.36036e-05	-0.0086772064	1.8505793296e-10	7.529391090820096e-05	0.026711900000000004	0.026731292300000004	0.0007145619880280394	0.0007135256016100003	-1.77964e-05	-1.4316370000000002e-05	2.0495844997689998e-10	3.1671185296000007e-10	-0.00107411	-0.00025000100000000035	6.250050000100017e-08	1.1537122921000005e-06	-6.28995e-05	-6.28995e-05	3.9563471002499994e-09	3.9563471002499994e-09	-0.000412178	0.0005334010000000002	1.6989070368400002e-07	2.845166268010002e-07	0.0	0.0
769.2779015316452	0.7479805957012786	591788.4897849315	0.5594749715456396	1057.0350548440524	1.6698478183607222	1117323.107169169	2.788391736484064	979.4721204189476	0.8141875282543651	959365.6346779894	0.6629013311649526	979.570681341324	536.0780144498345	0.875892	9.123693	0.07327231569	0.044291	-0.0685185678	0.0872903651	0.08775183789999999	-0.035651224	-0.1113789401	0.0097862481	0.1816301554	0.0783011857	-0.020671490600000002	-0.0365992342	-0.0987172692	-0.0480778965	0.12121891039999999	-0.0550791325	0.1145353559	-0.1574282535	-0.1044147008	-0.021780174300000003	-0.1016709568	0.0669178621	-0.0409318487	-0.0018362646	-0.0795336339	0.013061859299999999	0.0364146002	0.0398641929	0.0076027862	-0.0038575537	0.0159754987	0.0042382164000000005	0.0026241501	-0.0430718981	0.0385048514	-0.1160709883	0.0301715608	0.042329436500000005	0.015092362	0.0028377104	0.0805689867	-0.1055058844	0.0655701638	-0.0205049514	-0.0591836984	0.1384766218	-0.1645721603	-0.0837297847	0.05796263	-0.122659251	0.0358888078	-0.055278248700000004	0.0443865196	-0.09232000580000001	-0.0642775304	-0.0066134188	-0.041568770299999995	0.0102382849	0.0171639117	0.034544690499999996	0.0082340211	0.0038984083	0.0339715621	0.0040346528	-0.029613982999999997	0.1152830975	-0.0572612556	0.0406185544	0.009617811700000001	-0.0260086931	0.0588615309	-0.1457266752	0.1280344021	0.126447378	0.1238168934	-7.968489999999998e-06	-2.157209e-05	6.349683288009995e-11	4.653550669680998e-10	0.0267112	-7.000000000027816e-07	4.900000000038944e-13	0.00071348820544	-0.014555200000000003	-0.014537403600000004	0.00021133610342929305	0.00021185384704000006	-0.000469376	0.0006047340000000001	3.6570321075600014e-07	2.2031382937600003e-07	-0.0	6.28995e-05	0.0	3.9563471002499994e-09	9.44413e-05	0.0005066193	8.919159145690001e-09	2.566631151324901e-07	0.0	0.0
769.2109317770507	-0.06696975459442456	591685.4575653186	0.004484948030437449	1057.299385678831	0.2643308347785478	1117881.9909568334	0.06987079021472394	979.1156598267617	-0.35646059218595383	958667.4753179948	0.12706415378156088	979.2478760930608	536.8737260524439	0.8646020000000001	9.006094000000003	0.07942968349	0.0459935	-0.09636811890000001	0.024985774900000004	0.062787136	0.0131121802	-0.0987425728	-0.029941097599999997	0.1320383962	0.1331810264	-0.0127154328	-0.0799061212	-0.1370500771	0.0069672328000000006	0.130159824	-0.0597912225	0.15276331	-0.1818447921	-0.117753089	0.0019741637	-0.0143918366	0.0337065358	-0.1031022502	-0.0275472067	-0.0106124484	-0.0517921624	0.049302942	0.0442462701	-0.1024262435	0.08836749599999999	0.0653884272	-0.0353771457	-0.083639511	0.0199702779	0.0216388889	-0.0446339967	0.0378121159	0.021875202200000003	-0.0346154898	0.0882838848	0.033031259199999996	-0.028739388900000006	-0.0031571826	0.0026110944	-0.0687291272	0.1632859752	-0.18015137309999998	-0.085731499	0.043474458099999995	-0.052521054500000004	0.0321663761	0.042693732699999994	0.105200078	0.0335556886	-0.08265540269999999	0.011111026699999998	-0.0298475893	-0.09231375300000001	-0.0350789263	0.052489395599999995	-0.0639047694	0.10769742619999999	-0.0093745801	0.0070838407999999995	-0.0348657125	0.0479761145	0.011657676799999999	0.0796803574	-0.0306412004	-0.0452870435	0.07847170860000001	0.011309101799999999	0.1276883686	0.12507081779999998	0.1207479075	0.0305417	0.03054966849	0.00093279543889	0.000933282244848899	0.0267321	2.0899999999997313e-05	4.368099999998875e-10	0.0007146051704099999	-0.0189396	-0.004384399999999995	1.9222963359999954e-05	0.00035870844815999984	-0.000290707	0.00017866899999999995	3.1922611560999985e-08	8.4510559849e-08	-0.0	0.0	0.0	0.0	-0.000616384	-0.0007108253	3.79929235456e-07	5.0527260712009e-07	0.0	0.0
769.0533169207971	-0.15761485625364458	591443.00426688	0.024842442911857044	1057.2598249541193	-0.039560724711691364	1117798.337462015	0.0015650509397142278	978.571924111346	-0.5437357154156643	957603.010658982	0.29564852821858434	978.7598435139328	531.3092229910534	0.900337	9.378324	0.14231681	0.058208400000000014	-0.0980984211	-0.0270375263	0.0795537924	0.0349922391	-0.0792583662	-0.0805530741	0.0548779096	0.1218436796	0.047123463	0.0120700138	0.0427256543	-0.0188166244	0.0165952377	-0.0374774423	0.1529164932	-0.05447752	-0.0444268381	-0.0018214663	0.0093398921	0.11299058740000001	-0.036317243	0.08597751710000001	0.0183579789	-0.0485304138	0.1070253857	0.0097655196	-0.0347746729	0.0270617306	0.058294086399999986	-0.015900463899999998	-0.0193949663	0.0093880775	-0.0006999198	-0.0404752782	-0.0022998910999999997	-0.0181738627	0.09095439779999999	-0.017199858000000002	-0.034562413199999996	0.0913385969	-0.0659763488	-0.0234367329	-0.0414347576	0.1575256342	-0.0468316626	-0.0407798126	0.0450768921	0.0089721859	0.1067322806	-0.044374835599999995	0.08193483309999999	0.0433118415	-0.0515105813	0.015561941499999999	-0.0062548859	0.0021715662	0.0683937937	0.045891331699999996	-0.0476845633	0.0321810545	0.0289215924	-0.0307515544	0.026305049700000003	0.022105428599999997	-0.0058897259	-0.0590673714	-0.0406108995	-0.043544812800000006	-0.06787696139999999	0.066748235	0.1272562643	0.12335708880000001	0.1169467186	0.00464725	-0.02589445	2.15969325625e-05	0.0006705225408025	-0.00365609	-0.03038819	0.0009234420914761	1.33669940881e-05	0.00527012	0.02420972	0.0005861105424783999	2.77741648144e-05	-0.000680296	-0.000389589	1.5177958892100006e-07	4.6280264761600006e-07	0.000369084	0.000369084	1.36222999056e-07	1.36222999056e-07	-0.0010942	-0.0004778160000000001	1.19727364e-06	2.2830812985600004e-07	0.0	0.0
771.4846885389119	2.4313716181147806	595188.6246499819	5.911567945374088	1060.6829388980047	3.4231139438854825	1125048.2968693085	11.717709072823222	979.5114890177408	0.9395649063948212	959442.7571177519	0.8827822133287092	980.1207800844818	530.6413350488483	1.07724	11.221035	0.28769372	0.143371	-0.0742459377	-0.0556979071	0.1154269958	0.0302552054	0.1471650871	-0.06375039910000001	0.1451939775	0.14134226689999999	-0.0403632133	0.0730395298	0.08335531339999999	0.031583630099999996	0.0283863119	0.0138735403	0.0824600943	-0.011847484299999999	-0.046457973300000004	-0.2133043409	0.09625704560000001	0.19044344940000002	0.036636376899999996	-0.0366677744	0.1457136526	0.015519789099999999	0.0106675278	0.050521728499999995	-0.0381217169	-0.034336075699999996	-0.1231576343	-0.040363494300000004	0.046622141900000004	0.010758651599999999	-0.0630134608	0.05648674240000001	-0.0632087172	0.012122323300000001	0.0821192333	-0.1635994377	0.0074673053	-0.0201770146	-0.0760408062	0.0821046806	0.011493866699999999	0.07243003370000001	0.0024407964	-0.027877091200000002	0.2695007881	0.0094766448	0.20172105559999998	0.051821474900000004	-0.0463523266	0.1465345614	0.022774517299999998	-0.022799823900000002	-0.049227508600000004	0.0098612984	-0.0690992097	-0.021917901400000002	0.0632009209	-0.0626526973	-0.013946853700000001	-0.0697424956	0.0602040599	-0.08173304769999999	-0.1236798235	-0.165247303	0.056294865	0.0549468676	0.0170033791	0.0488248661	0.1267383804	0.1213108108	0.1124363766	0.00289202	-0.0017552300000000006	8.3637796804e-06	3.080832352900002e-06	-0.0484834	-0.04482731	0.0020094877218361003	0.0023506400755600003	0.0358373	0.030567180000000006	0.0009343524931524002	0.00128431207129	-0.00129458	-0.000614284	3.77344832656e-07	1.6759373764e-06	0.00192262	0.001553536	3.6964676644e-06	2.4134741032960004e-06	-0.00313726	-0.00204306	9.8424003076e-06	4.174094163599999e-06	0.0	0.0
773.1427326183946	1.6580440794826927	597749.6850006385	2.7491101695076097	1062.9873881543458	2.3044492563410586	1129942.187375198	5.310486375050858	980.308786064854	0.7972970471131475	961005.3160359476	0.6356825813353446	980.8393542171452	536.1166969453154	1.01814	10.605414	0.27990468	0.145489	-0.0549374623	-0.0968158422	0.0635745392	0.0364159812	0.2635520455	-0.11101187300000001	0.18203480989999998	-0.0102484165	-0.1318773643	-0.0069243064	0.058697210199999995	-0.021623789900000003	-0.047310612099999996	-0.0342409917	-0.0475941479	0.11349961160000001	-0.1074000452	-0.20913264	0.0412625116	0.0792925065	0.19880016350000002	-0.011066693600000002	0.2215058218	-0.102768876	0.0157879292	0.0266757222	0.0201078516	-0.0416180481	-0.0529079728	-0.1241937493	0.0614516445	-0.094525624	-0.0199799782	0.0081519312	-0.092816347	-0.0174819679	0.029286866600000006	0.0062216295999999996	0.08803897640000001	0.0594886434	-0.0029605784000000003	-0.0353889639	-0.0345660495	-0.0566578307	0.09722376	-0.0803370056	0.24400661989999997	-0.021394481	0.075004949	-0.011763704299999999	-0.18453447609999998	0.22009944210000001	0.0506865799	0.12404927730000001	-0.049358654800000006	0.0717940851	-0.0241138187	0.0645378929	0.0271779987	-0.0647993055	0.064454474	-0.0346526577	0.1121898623	-0.0314060525	-0.039012253	-0.006004194	0.029846511000000006	-0.0707829165	-0.049691840999999994	-0.0236832031	0.1261350661	0.11893750039999999	0.1072442319	0.0328759	0.02998388	0.00108082480081	0.0008990330598544	-0.0388182	0.009665200000000006	9.341609104000012e-05	0.0015068526512399998	0.0357983	-3.900000000000431e-05	1.521000000000336e-09	0.0012815182828899998	2.0124e-05	0.0013147039999999999	1.7284466076160003e-06	4.049753760000001e-10	0.000432992	-0.0014896280000000002	1.8748207206400002e-07	2.2189915783840007e-06	-0.00113726	0.002	1.2933603076e-06	4e-06	0.0	0.0
772.0294564848413	-1.1132761335533132	596029.4816802794	1.2393837495394144	1062.6048196479567	-0.3825685063891342	1129129.0027390665	0.14635866208081302	980.8274412017772	0.5186551369232575	962022.4694144258	0.269003151056883	981.2302039402699	536.9854133732109	0.788486	8.213233	0.11990937499999994	0.0564606	-0.0438429366	-0.116189714	0.0170444217	0.0103926326	0.1740144393	-0.0956311906	0.0771927141	0.0093354797	-0.0365882381	-0.11529973980000001	0.0048129548	0.1348178311	-0.06261161280000001	-0.029948389500000002	-0.1298918755	0.0509097954	-0.0360678783	-0.1625280387	0.0487950306	0.0305383142	-0.0168825931	0.0063512348	0.0929939009	-0.04457130769999999	-0.0286659267	0.0025702631	-0.0030327140999999998	0.0184493974	-0.0278940635	-0.10865633849999999	0.0284973829	0.055110796600000005	0.1041023859	0.0079677946	-0.0330112309	0.0877332109	0.0033395685	-0.11579711949999999	0.0374015789	0.0284376459	0.07086168820000001	0.022299794100000003	-0.030284517400000002	-0.1374886341	0.0463301766	-0.031132304399999998	0.1708850347	0.0279033769	0.0335269095	0.0203929748	0.008261818399999999	0.079612847	0.045470889900000006	0.0579286026	-0.040351051299999996	0.0206437485	-0.057860131100000003	0.0187227583	-0.033222646099999996	-0.0249105931	-0.0662360526	0.09093026230000001	0.06593179190000001	0.0339429946	-0.0891752419	0.027366737599999996	0.0448460174	0.0396672537	-0.0651661517	-0.0596251437	0.125446728	0.11624355550000001	0.101401769	0.0328788	2.900000000000125e-06	0.00108101548944	8.410000000000724e-12	-0.0159965	0.0228217	0.0005208299908899998	0.00025588801225	0.017128	-0.0186703	0.00034858010208999984	0.00029336838400000005	-0.000475179	-0.000495303	2.45325061809e-07	2.25795082041e-07	2.56925e-05	-0.0004072995	6.601045562499999e-10	1.6589288270024998e-07	-0.000471573	0.0006656869999999999	2.22381094329e-07	4.4313918196899995e-07	0.0	0.0
771.9289846968982	-0.10047178794309276	595874.357415184	0.010094580172481795	1059.2405282048599	-3.3642914430968176	1121990.4965917105	11.318456914094467	980.630547179166	-0.19689402261121813	961636.2700609105	0.03876725614002688	980.9128827330456	536.63011577021	0.911835	9.498094	0.05966744500000001	0.036192400000000007	-0.021778729700000003	-0.07384715809999999	-0.0352012643	-0.027193834500000003	0.06816731	-0.0640055899	0.0528846455	-0.084599143	-0.0288357324	0.0260083279	0.0269874603	0.01563636	-0.1520323939	-0.0245841275	-0.1005681237	0.076059784	0.0732633922	-0.0442759555	0.021353937400000002	-0.0734498914	-0.052589428	-0.0059388107	-0.0393749961	-0.0012173156	-0.079457357	-0.0809257666	0.0590927778	-0.0396389361	-0.1145935102	0.0147744271	-0.0728090706	0.0647931795	0.028100875	-0.0089573925	0.053690698700000004	-0.0152853099	0.0028280987	0.0708606403	0.0743348316	-0.0572036816	0.0046121931	0.0050401023999999996	-0.0202459096	-0.11004216160000001	0.0802253114	0.0622496212	0.0310464412	0.0030750832000000002	-0.049131481100000006	0.0529615692	0.0277342105	-0.0468793309	0.0443887692	0.046508601100000005	0.06500944410000001	0.0522858783	-0.0661568368	-0.1286211313	0.0539893739	0.0412239181	-0.0581906814	0.021552751600000003	-0.0076211523	0.0167710152	0.028134777000000003	-0.016373893	0.0598514465	-0.0738649807	0.09080569599999999	-0.061782828399999996	0.1246738301	0.1132362385	0.09494441599999999	0.00715864	-0.02572016	5.12461266496e-05	0.0006615266304255999	-0.0254835	-0.009487	9.000316899999997e-05	0.0006494087722499999	0.0171115	-1.6499999999999154e-05	2.722499999999721e-10	0.0002928034322500001	-4.11457e-05	0.0004340333	1.8838490550889e-07	1.6929686284899995e-09	8.05349e-05	5.48424e-05	6.4858701180099984e-09	3.00768883776e-09	-0.000471573	0.0	2.22381094329e-07	0.0	0.0	0.0
